Estimate,Std. Error,z-value,Pr(>|z|),variable
0.3276487582923835,0.07519575456384206,4.357277351531939,1.3169034938008462e-5,"lag(ln_cpi, 1)"
-0.45105802451120525,0.21088601738790544,-2.1388711783651617,0.03244610284200315,MII
-2.095044511228167,0.39516230877385805,-5.301731629539372,1.1470938555737136e-7,ERS
0.028614293590223383,0.24508445009259053,0.11675279104575252,0.9070559550924959,KAOPEN
-0.006736804274316943,0.004241950958312477,-1.5881381799371306,0.11225509648842655,gdp_growth
0.0029743557236022178,0.001657278182921822,1.7947232723225475,0.07269780075819478,trade_open
-0.005495942069566939,0.0029999808860900158,-1.8319923620346796,0.06695255856784191,broad_money
